5.278162249698127795e+01	-4.064717108075767555e+02	-7.166230253965115082e+01
-7.078459575875807559e+02	-3.727654763077194389e+02	7.783273235590829131e+01
-6.166564908052199598e+02	4.220031022433581711e+02	3.278533885618616637e+02
-2.087365817264335135e+02	-7.722881841962648650e+02	-1.044670014716412965e+00
-7.574364413935109042e+02	-2.574685170057389882e+02	3.080012883297536064e+01
-6.154469881192055070e+00	4.000741236100067226e+02	-7.700220366703618424e+00
-2.942820385538550454e+02	-7.722042607711216533e+00	4.352040811615661937e+02
1.540016190600855737e+02	-1.947158417929059340e+02	4.819174608529914394e+02
-7.981153052796480551e+02	6.638877019377707711e+02	2.674276033418771021e+02
-5.441369840700029954e+02	5.864426166021712561e+02	-1.780263718864335587e+01
1.845467520654034743e+01	-7.997871122761488323e+02	7.923479319997932180e+01
6.985550800377529868e+02	3.898984485137745537e+02	7.969659688245282325e+01
-9.136020895459671110e-01	4.000016302822236867e+02	-1.142025884624869425e+00
-7.994010306027292927e+02	3.095145022925816036e+01	-7.785311270235699510e+01
5.398483899416600025e+02	3.196179037922327097e+02	3.534304861494271108e+02
-2.574872809716708275e+02	-5.676945446476281631e+01	4.474567354364335188e+02
5.545440912685144212e+02	3.392072736609296726e+02	3.485368176075846236e+02
-7.716111757225780821e+01	3.789453029891683400e+02	1.280642703584705089e+02
-5.026448950083420897e+01	-4.734186801995347196e+02	2.309645894014626890e+02
-4.103979895770841324e+01	5.576930850989676856e+02	3.182567501108874808e+02
-7.454132577151793839e+02	2.904463379394611025e+02	4.895383734365700690e+01
7.946433758818649551e+01	6.576865443754902572e+02	-3.738273402898866493e+02
-7.292467975507153142e+02	-3.289363285835513011e+02	6.606446723542734389e+01
1.697239703118384924e+01	-5.024518364845363294e+02	-2.673295539003776184e+02
5.452634596133977993e+02	-5.853953874181352148e+02	-1.690177506768128879e+01
-7.957455026488450756e+01	6.565088886087261244e+02	3.733768886148378101e+02
-8.282412495660389595e+02	7.040455856715298069e+02	2.573956638945089708e+02
7.958256351031553777e+01	-3.655205663123397244e+02	1.624645056703354840e+02
-7.221824535182595355e+02	3.441692953044285446e+02	7.120808215797022456e+01
5.290406997620530660e+01	4.709446258448288631e+02	2.274259456165904396e+02
-1.530115494755908117e+02	-1.960356045490374584e+02	4.822471540246281734e+02
4.663646897007537291e+02	2.216641313711047587e+02	3.779005583296489021e+02
-7.293000436608812720e+01	-4.486975060100666610e+02	1.912761294998746564e+02
-6.187448718178006857e+01	-4.620230910217627525e+02	2.139430040864069724e+02
7.222944553116573161e+02	5.628185089304391795e+02	2.926759463812180684e+02
-1.432510073570862801e+02	-2.090464071930040006e+02	4.854974145500901841e+02
-6.375690718622561093e+01	-3.894152529212905733e+02	-9.140985063026472801e+01
-5.388677639641447286e+02	-5.912880287645631370e+02	-2.196233159385283074e+01
6.912696206312729146e+02	4.026739519664712930e+02	7.997850286774527717e+01
5.216905551245639572e+01	1.028427121441167856e+03	3.283611581629317584e+02
4.406523478878153810e+02	6.677016611488664921e+02	-7.491525609735198543e+01
6.454218268024825420e+02	4.726845306194674095e+02	6.363236711528945477e+01
-9.692637862776942370e+01	-2.707971372891833539e+02	5.009235159169527378e+02
2.905525167836394829e+01	1.198274323068326566e+03	-3.711554370430614824e+01
7.981080864404671615e+01	-1.172129405139019127e+03	1.466959639215742470e+02
-2.482207587032127094e+02	7.605172285680328059e+02	-2.532500122858397162e+01
1.248880198974834315e+02	-2.335242694766545810e+02	4.916122893741379585e+02
-3.672181536729921731e+02	8.950179884609855208e+01	4.109163548268935529e+02
7.020368244504513200e+01	-1.057979218762165772e+02	-3.857548440741528566e+02
2.319642128382609769e+01	-1.198918713403192442e+03	2.939149701429980155e+01
-5.347809085583104434e+02	-5.949868736716365447e+02	-2.512288899966286948e+01
-9.669857034613649205e+01	-2.711008057286000508e+02	5.009993760747364604e+02
6.859288301807868038e+02	-4.117057686343699174e+02	7.958518419593131910e+01
3.962227380086720814e+02	6.949874400914819716e+02	-7.995733445240038861e+01
-7.032100354606920973e+02	-3.814389151979282246e+02	7.898406261238937986e+01
1.093769869901316305e+01	-1.072980340939902590e+03	-2.923725935520197936e+02
3.496072271612615623e+02	6.602643380596163070e+01	4.167807933552998065e+02
-4.457670524195867188e+02	6.642979263682473174e+02	-7.354296339198965882e+01
5.432102350210460600e+02	-5.873011498101973302e+02	-1.854080465051462667e+01
4.604922160965874411e+01	-3.386163875943249195e+02	5.178656092039835812e+02
